company_name,region,sector,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_classification,long_term_target_year, net_zero_status,net_zero_year,full_target_language,ba15_status,ba15_date ,target_classification_long,reason_for_extension_or_removal,Country,Country Code,Sector,CA100 Company?,Large/Medium Classification,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,Overall transparency score,Overall integrity score,1. Transparency and Integrity,2. Transparency,2. Integrity,3. Transparency,3. Integrity,4. Transparency,4. Integrity,What is their revenue?,What are their emissions?,What is their pledge?,Major emission sources,Disclosure,Headline target or pledge,Short-term targets - grey,Short-term targets - white,Medium-term targets - grey,Medium-term targets - white,Longer-term targets - grey,Longer-term targets - white,Operational emissions (scope 1) number,Operational emissions (scope 1) verbiage,Renewable electricity (scope 2) number,Renewable electricity (scope 2) verbiage,Upstream emissions (scope 3) number,Upstream emissions (scope 3) verbiage,Downstream emissions (scope 3) number,Downstream emissions (scope 3) verbiage,Climate contributions today,Misleading offsetting claims today,Short and medium term targets - grey,Short and medium term targets - white,Emission Reduction Measures
Walmart,Northern America,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,Yes,large,2024-01-05 00:00:00,4.0,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,USD 611.3 bn (2022),301.8 MtCO2e (2022),Zero emissions across global operations by 2040.,"Major emission sources are related to purchased goods and services (upstream scope 3, 95%).","In public-facing documentation, Walmart only reports on scope 1 and 2 emissions. Scope 3 emissions are only reported in CDP disclosure.",Zero emissions across global operations by 2040.,"Reduce scope 1 & 2 emissions by 35% by 2025 and 65% by 2030, compared to 2015 levels.",Short- to medium-term targets translate to 5% emission reductions compared to 2019 value chain emissions: is not in line with 1.5°C-benchmarks.,Zero emissions in operations by 2040.,"Long-term target translates to 9% emission reductions, compared to 2019 value chain emissions. This is not in with 1.5°C-benchmarks.",No target identiﬁed.,No target identiﬁed.,3% of 2022 emissions,"Measures to reduce scope 1 emissions presented including changing refrigerants and electrifying transport, but only in vague terms.",3% of 2022 emissions,"Aims for higher-quality RE constructs to reach 100% RE by 2035, but RE share remains modest. Information only provided in CDP disclosure.",94% of 2022 emissions,"Signiﬁcant categories of upstream scope 3 emissions addressed through supplier engagement programme, but information remains vague.",1% of 2022 emissions,Not assessed.,"Commits to protect/restore 50 million acres of land by 2030, without neutralisation claim; reached 30 million acres in 2022. Very limited detail on",emissions impact provided. No oﬀsetting claims today identiﬁed.,,,
Walmart,Northern America,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,Yes,large,2023-04-13 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Moderate,Poor,Poor,High,Very Poor,Moderate,Poor,Poor,Poor,USD 572.8 bn (2021),187.7 MtCO2e (2021),Zero emissions in operations by 2040,"Major emission sources are related to purchased goods and services (upstream s3, 71%).","In public-facing documentation, Walmart only reports on s1 and s2 emissions. S3 emissions are only reported in CDP disclosure.",Zero emissions in operations by 2040,,,,,Zero emissions in operations by 2040,"Long-term target translates to 9% emission reductions, compared to 2019 value chain emissions. This is not in line with 1.5°C-benchmarks.",,,,"Aims for higher-quality RE constructs to reach 100% RE by 2035, but RE share remains low.",,,,,,"Commits to protect/restore 50 million acres of land by 2030, without neutralisation claim. Very limited detail provided. No oﬀsetting claims today identiﬁed.","Reduce s1&2 emissions by 35% by 2025 and 65% by 2030, compared to 2015 levels",,"Signiﬁcant portion of upstream s3 emissions addressed through supplier engagement programme. Measures to reduce s1&2 emissions presented, but only in vague terms."
Welltower,Northern America,Real Estate,Targets set,Well-below 2C,2030,,,,,,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Welltower Inc. commits to reduce scope 1 and scope 2 GHG emissions 28% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,,,,,,2022-09-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welltower,Northern America,,,,,,,,,,,,,,,United States of America,USA,Financials,No,medium,2024-04-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestRock Company,Northern America,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Targets set,Well-below 2C,2030,,,,,,"WestRock commits to reduce absolute scope 1 and 2 GHG emissions 27.5% by FY2030 from a FY2019 base year*. WestRock also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, fuel and energy activities, upstream and downstream transportation and distribution, and end of life treatment of sold products 27.5% within the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,,,,,,2022-05-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trex Company,Northern America,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,small,2024-03-04 00:00:00,2.0,new,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weyerhaeuser,Northern America,Real Estate,Targets set,1.5C,2030,,,,Commitment removed,,Weyerhaeuser commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2020 base year. Weyerhaeuser also commits to reduce scope 3 GHG emissions 25% per ton of production within the same timeframe. * The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,BA1.5 member,9/1/21 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Expired commitment,,,,,,2021-12-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weyerhaeuser,Northern America,,,,,,,,,,,,,,,United States of America,USA,Financials,No,medium,2024-03-05 00:00:00,4.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weyerhaeuser,Northern America,,,,,,,,,,,,,,,United States of America,USA,Financials,No,medium,2023-05-05 00:00:00,4.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlpool Corporation,Northern America,"Consumer Durables, Household and Personal Products",Targets set,Well-below 2C,2030,,,,,,Whirlpool Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2016 base year. Whirlpool Corporation also commits to reduce absolute scope 3 GHG emissions from use of sold products 20% over the same timeframe,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,,,,,,2020-06-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLA Corporation,Northern America,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,2024-04-18 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams Sonoma,Northern America,Retailing,Targets set,1.5C,2030,,,,,,"Williams-Sonoma, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Williams-Sonoma, Inc. also commits to reduce absolute scope 3 GHG emissions 14% over the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2021-05-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams Sonoma,Northern America,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,small,2024-04-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xylem,Northern America,Electrical Equipment and Machinery,Targets set,1.5C,2030,,,,Committed,,Xylem Inc. commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2023 base year. Xylem Inc. also commits to reduce scope 3 GHG emissions 51.6% per USD value added within the same timeframe. ,BA1.5 member,12/9/21 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2025-01-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xylem,Northern America,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,medium,2024-03-05 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workday,Northern America,Software and Services,Targets set,1.5C,2030,,,,,,"Workday, Inc. commits to continue annually sourcing 100% renewable electricity through FY2030. Workday, Inc. commits to reduce absolute scope 3 business travel GHG emissions 25% by FY2026 from a FY2020 base year. Workday, Inc. commits that 70% of its suppliers by spend covering purchased goods & services and capital goods will have science-based targets by FY2026.",BA1.5 member,10/22/20 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2022-03-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workday,Northern America,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,2024-03-05 00:00:00,5.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daimler Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Very Poor,Poor,Moderate,Poor,Poor,Very Poor,Very Poor,USD 53.6 bn (2022),Not available (2022),CO2-neutrality on roads and throughout the entire value chain globally by 2050,Not available due to incomplete emissions disclosure.,"No disclosure of upstream and downstream s3 emissions, critically undermining the understanding its emission profile across the value chain.",CO2-neutrality on the roads and throughout the entire value chain globally by 2050,"• Carbon neutrality for s1 and s2 by 2025 in EU, India, Japan, and USA • 42% absolute reduction in s1 and s2 by 2030 below 2021 • Aspirational ZEV sales share of ""up to 60%"" by 2030 for EU, USA, and Japan","Aspirational and vaguely formulated ZEV sales share for key markets (EU, USA, Japan) with unclear impact. No other s3 reduction target.","• Carbon neutrality for s1 and s2 by 2039 globally • Carbon neutrality for upstream s3 by 2039 in USA, EU and Japan • 100% ZEV sales by 2039 in EU, USA and Japan","1.5°C-aligned target for 100% ZEV sales in key markets (EU, USA, Japan). No reduction pledges alongside scope-speciﬁc carbon neutrality targets.","• Carbon neutrality for s1, s2 and s3 by 2050 globally • Carbon neutrality for upstream s3 by 2050 globally • 100% ZEV sales by 2050 globally""",1.5°C-aligned target for 100% ZEV sales globally by 2050. No reduction pledge alongside carbon neutrality targets (company-wide & scope-speciﬁc).,Not available,Not assessed.,Not available,"100% RE claim for most European sites with hourly matching, but no info on procurement constructs. 100% RE target for all sites globally by 2030.",Not available,"Some minor actions to reduce upstream scope 3 emissions, but not addressing key sources such as steel. No details on timeline, scope and impact.",Not available,"Relevant measures for use phase emissions, including ZEV technologies and charging infrastructure. Limited details on timeline and impact up to 2030.",No climate contributions identiﬁed.,Carbon neutrality claim for European production sites (s1 and s2). Very limited information on type and amount of credits purchased in 2022.,,,
Stellantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,Reasonable,Moderate,Moderate,Moderate,Poor,Poor,USD 188.9 bn (2022),451.3 MtCO2e (2022),Carbon net zero by 2038,"Use phase of sold vehicles (88% in 2022, downstream s3), purchased goods (9% upstream s3).",S3 disclosure covers global value chain while having improved the alignment with third-party analysis. Only market-based s2 estimates consistently reported.,Carbon net zero by 2038,"50% intensity reduction by 2030 across s1, s2, and s3 below 2021 supported by: • s1 & s2: 75% absolute reduction by 2030, • Upstream s3: 40% intensity reduction by 2030 • Purchased parts: 40% intensity reduction by 2030. • EVs: 100% BEV sales in Europe and 50% BEVs in US by 2030","Overarching 2030 target to reduce full value chain emissions intensity per vehicle by 50%, compared to 2021. 1.5°C-aligned ICE phaseout date for EU.",Carbon net zero by 2038,"""All scopes covered. Deep emission intensity reduction commitment of at least 90% by 2038, compared to 2021. 1.5°C-aligned ICE phaseout date for EU.""",Stellantis sets no longer-term target beyond 2041.,Stellantis sets no longer-term target beyond 2041.,<1% of 2022 emissions,Not assessed.,<1% of 2022 emissions,"RE accounts for <30% of electricity consumption, mainly from RECs alongside some on-site installations and PPAs.",9% of 2022 emissions,"Vaguely speciﬁed plans to buy 'green materials' to meet a 40% intensity reduction target by 2030. Limited info on scope, actions and timelines.",90% of 2022 emissions,"Relevant measures such as vehicle electriﬁcation. Measures not 1.5°C-aligned for all markets, and some future technologies uncertain.",Biodiversity and reforestation projects in Brazil. Details regarding the volume of ﬁnance not identiﬁed.,No oﬀsetting claim identiﬁed.,,,
Toyota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Very Poor,Poor,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,USD 282.6 bn (2022),616.7 MtCO2e (2022),Carbon neutral by 2050,"Use phase of sold vehicles (downstream s3, 79%); purchased goods and services (upstream s3, 20%)",Toyota discloses emissions across all scopes but third-party analysis calls integrity of downstream s3 disclosure into question. Subsidiaries also partially excluded in latter.,Carbon neutral by 2050,"""s1, s2 & s3 - vehicle life-cycle emissions intensity reduction • 30% reduction by 2030 below 2019 s3 - vehicle use-phase emissions intensity • 33.3% reduction for LDVs by 2030 below 2019 • 11.6% reduction for HDVs by 2030 below 2019""",No 1.5°C-aligned phaseout dates for ICEs. Intensity targets for life-cycle and use-phase emissions not quantiﬁable.,"""s1 & s2 • - 65% absolute reduction by 2035 below 2019 • - Carbon neutrality by 2035 (oﬀsets allowed) s3 - vehicle use-phase emissions intensity • - 50% reduction by 2035 below 2019""","No 1.5°C-aligned phaseout dates for ICEs. Target for s1 & s2 equals a 1% reduction across the value chain, S3 intensity target not quantiﬁable.",Carbon neutral by 2050 (group-wide) and additional scope-speciﬁc carbon neutrality pledges by 2050,All emission scopes covered. No emission reduction commitment alongside carbon neutrality pledges by 2050. No 1.5°C-aligned phaseout dates for ICEs.,<1% of 2022 emissions,Not assessed.,1% of 2022 emissions,Very limited information on RE procurement in public reporting. RE accounts for just 20% of electricity demand in 2022 with aim to reach 25% in 2025.,20% of 2022 emissions,No measures identiﬁed that aim to reduce upstream scope 3 emissions.,79% of 2022 emissions,Some measures on vehicle electriﬁcation but limited details on scope and timelines. Development of other LDV technologies with highly uncertain eﬃciency and impact.,No climate contributions identiﬁed.,No oﬀsetting claim identiﬁed.,,,
Volkswagen Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Very Poor,Poor,Very Poor,Moderate,Moderate,Very Poor,Very Poor,USD 293.6 bn (2022),727.6 MtCO2e (2022),Carbon neutral by 2050,"Use phase of sold vehicles (downstream s3, 86%); purchased goods and services (upstream s3, 13%)",Emissions disclosed for all scopes but third-party analysis questions integrity of LDV downstream s3 disclosure. All HDV-related scope 3 emissions fully excluded from group-level disclosure.,Carbon neutral by 2050,• 50% absolute reduction of s1 and s2 by 2030 below 2018 • 30% intensity reduction of LDVs life-cycle emissions by 2030 below 2018 • Various EVs sales targets for diﬀerent geographies,"No 1.5°C-aligned phaseout dates for ICEs. Target for & s2 equals a 3% reduction across the value chain, S3 intensity for 2025 no longer mentioned.",Volkswagen sets no medium-term emissions reduction target towards 2040.,No medium-term emissions reduction target towards 2040 identiﬁed. Several aspirational brand-speciﬁc EVs sales targets.,Carbon neutral by 2050,All emission scopes covered. No emissions reduction commitment alongside carbon neutrality pledge. No 1.5°C-aligned phaseout dates for ICEs.,1% of 2022 emissions,Not assessed.,1% of 2022 emissions,Extensive use of low-quality RECs to claim 99% of renewable electricty procured in Europe in 2022. Plans to use more PPAs in the future but limited information provided.,13% of 2022 emissions,"Several intended activities to reduce upstream scope 3 emissions mentioned but very limited details on timeline, milestones and expected impact.",86% of 2022 emissions,"Relevant measures for key emission sources, including investments in vehicle electriﬁcation. Limited details on timeline and expected impact.",Climate contributions through Volkswagen Financial Services for project protecting moorlands in Germany. Details on ﬁnancial volume not identiﬁed.,5.9 MtCO2e credits in 2022 for various claims (e.g. carbon neutral production sites). Mainly land sequestration CDR and 'lowest-hanging fruit' projects.,,,
Volvo Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Reasonable,Very Poor,Very Poor,USD 46.8 bn (2022),299.4 MtCO2e (2022),Net-zero value chain emissions by 2040,"Use phase of sold vehicles (downstream s3, 96%); upstream supply chain (upstream s3, around 4%)","s1, s2 and emissions from sold vehicles transparently disclosed. Estimates for upstream scope 3 emissions still under development.",Net zero emissions before 2040,"""s1 & s2 below 2019 • 50% absolute reduction by 2030 s3 - vehicle life-cycle emissions below 2019 • 40% intensity reduction by 2030 for heavy-duty trucks • 40% intensity reduction by 2030 for buses • 30% absolute reduction by 2030 for construction equipment""","Intensity or absolute targets for each vehicle type. 1.5°C-aligned target for 35% ZEV sales globally for heavy-duty trucks, but not for buses and other types.","• ""37.5% absolute reduction for industrial and marine engines' life-cycle emissions by 2034 below • Net zero by 2040""",No reduction pledge alongside 2040 net-zero target. Only aspirational ZEV sales shares towards 2040 under 'illustrative 1.5°C scenario'.,No additional long-term target(s) beyond 2040 identiﬁed.,Same issues as for medium term with an unsubstantiat- ed 2040 net-zero target and merely aspirational ZEV sales shares towards 2050,<1% of 2022 emissions,Not assessed.,<1% of 2022 emissions,Claim of 48% renewable energy use in 2022. No target identiﬁed towards 2030 or beyond. No disclosure of renewable energy procurement constructs.,4% of 2022 emissions,Low-carbon steel and aluminium procurement targets for 2030 (min. 10% each). No activities identiﬁed for other upstream emission sources.,96% of 2022 emissions,"Relevant measures for use phase emissions, incl. ZEV technologies and charging infrastructure. Continued ICE sales by 2040 using bio- and e-fuels.",No climate contributions identiﬁed.,No oﬀsetting claim identiﬁed.,,,
Duke Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Poor,Moderate,Moderate,Very Poor,Reasonable,Poor,Very Poor,Very Poor,USD 28.8 bn (2022),116.3 MtCO2e (2022),Net zero carbon emissions by 2050,Direct emissions from electricity generation (67%),"All emission sources disclosed, but access is restricted for audiences outside the US",Net zero carbon emissions by 2050,• Reduce carbon emissions from electricity generation by at least 50% below 2005 levels by 2030 • Net zero methane emissions from natural gas distribution business (scope 1) by 2030,Limited reduction in emissions across the value chain compared to 2019 levels,• Reduce scope 1 CO2 emissions from electricity generation by 80% below 2005 levels by 2040 • Reduce scope 2 and certain scope 3 emissions by 50% by 2035 from 2021 levels,Falls well short of 1.5°C compatible trajectories or benchmarks for the sector,"Net-zero emissions by 2050 from electricity generation and natural gas businesses, including scopes 1 and 2 and certain scope 3 emissions",No speciﬁc commitment to emission reductions alongside net zero terminology,67% of 2022 emissions,"Coal phaseout by 2035, delayed gas transition by 2050, and insuﬃcient renewable targets lag behind global benchmarks for advanced economies and",0% of 2022 emissions,risk future stranded assets Not assessed.,26% of 2022 emissions,"Coal phaseout by 2035, delayed gas transition by 2050, and insuﬃcient renewable targets lag behind global benchmarks for advanced economies and risk future stranded assets",7% of 2022 emissions,Shifting to waste-based RNG as a replacement for fossil gas to cut scope 3 downstream emissions is considered as a false solution,No climate contributions identiﬁed.,No oﬀsetting claim identiﬁed.,,,
Enel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasonable,Reasonable,High,High,Reasonable,High,Reasonable,Poor,Poor,USD 147.8 bn (2022),134.9 MtCO2e (2022),Zero emissions in 2040,"Energy production (scope 1, 29%), sales of gas (scope 3, 17%), upstream fuel chain incl. electricity purchased (scope 3, 29%).",Major emission sources are disclosed transparently.,Zero emissions in 2040,68% GHG absolute reduction in all 3 scopes; 78% for integrated power (scope 1 and 3); 55% reduction in GHG scope 3 emissions relating to gas retail (all vs 2017),Intensity targets are at the lower end of the range of the benchmarks for the sector but should be reduced even further to meet European benchmarks.,Net zero in 2040; emissions intensity of electricty generation and gas sales reach 0.,"Enel aims at reaching Zero Emissions until 2040. Depending on available technologies, it might have 2.5 Mt CO2eq. residual emissions.",Not relevant,Not relevant,39% of 2022 emissions,"Enel commits to phase-out coal (2027) and gas (2040) and invests in renewables, but the pace is not quite suﬃcient to fully align with EU benchmarks.",3% of 2022 emissions,Not assessed.,39% of 2022 emissions,"Mitigation strategies apply also to electricity purchased and sold to end customers, but the pace is not quite suﬃcient to fully align with EU benchmarks.",17% of 2022 emissions,The company's strategy focuses on replacing fossil gas through electriﬁcation of its customers' energy demand. No investments in bioenergy are made.,No climate contributions identiﬁed.,No oﬀsetting claim identiﬁed.,,,
